id	claim_number	date_received	incident_date	airport_code	airport_name	airline	claim_type	claim_site	claim_amount	items	status	close_amount	disposition
22117	1208226M	2003-12-08 00:00:00	2003-11-14 00:00:00	SJT	San Angelo Regional	UAL	Passenger Property Loss	Checkpoint	68.0	Other	Approved	68.0	Approve in Full
26414	0202332M	2004-02-02 00:00:00	2003-12-20 00:00:00	SJT	San Angelo Regional		Passenger Property Loss	Checked Baggage	300.0	Other	Denied	0.0	Deny
37549	2004063058008	2004-06-08 00:00:00	2004-05-20 00:00:00	SJT	San Angelo Regional	Continental Airlines	Passenger Property Loss	Checked Baggage	97.0	Other	Settled	48.5	Settle
38563	2004071359169	2004-06-22 00:00:00	2004-01-25 00:00:00	SJT	San Angelo Regional		Passenger Property Loss	Checked Baggage	204.37	Cosmetics	Settled	102.19	Settle
62333	2005042583195	2005-04-22 00:00:00	2005-03-31 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	3.5	Tools & Machines	Denied	0.0	Deny
63379	2005051084371	2005-05-09 00:00:00	2005-04-24 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	20.9	Electronics	Approved	20.9	Approve in Full
64530	2005052485403	2005-05-23 00:00:00	2005-05-11 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	14.04	Tools & Machines	Denied	0.0	Deny
82799	2006040403958	2006-03-24 00:00:00	2006-03-10 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	3050.0	Watches & Jewelry	Denied	0.0	Deny
86955	2006062008220	2006-06-16 00:00:00	2006-05-19 00:00:00	SJT	San Angelo Regional	American Eagle	Passenger Property Loss	Checkpoint	2317.0	Watches & Jewelry	Denied	0.0	Deny
90983	2006090712086	2006-09-05 00:00:00	2006-08-08 00:00:00	SJT	San Angelo Regional	American Eagle	Passenger Property Loss	Checked Baggage	65.0	Clothing & Accessories	Canceled	0.0	
92385	2006100513680	2006-09-29 00:00:00	2006-09-02 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	300.0	Electronics	Settled	150.0	Settle
98049	2007011919030	2007-01-12 00:00:00	2007-01-08 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	211.65	Tools & Machines,Cosmetics,Supplies	Settled	105.83	Settle
104710	2007052425918	2007-05-23 00:00:00	2007-05-07 00:00:00	SJT	San Angelo Regional	American Eagle	Passenger Property Loss	Checkpoint	19.72	Cosmetics	Denied	0.0	Deny
105875	2007062027241	2007-06-15 00:00:00	2007-05-23 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	16.15	Tools & Machines	Approved	16.15	Approve in Full
108532	2007080729763	2007-08-06 00:00:00	2007-07-21 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	400.0	Clothing & Accessories	Denied	0.0	Deny
109816	2007082830951	2007-08-27 00:00:00	2007-08-19 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	32.4	Electronics	Settled	16.2	Settle
111458	2007100232838	2007-10-01 00:00:00	2007-09-22 00:00:00	SJT	San Angelo Regional	American Airlines	Passenger Property Loss	Checked Baggage	49.99	Supplies,Other	Approved	49.99	Approve in Full
